session_id,phase,iteration,elapsed_sec,x_norm,y_norm,dec_disp_norm
4A9BE832-5298-4558-8032-DD9561EA17CC,azimuth,1,0.013586,0.484311,0.502734,0.000084
4A9BE832-5298-4558-8032-DD9561EA17CC,azimuth,1,0.048648,0.484356,0.502618,0.000018
4A9BE832-5298-4558-8032-DD9561EA17CC,azimuth,1,0.081714,0.484415,0.502972,0.000024
4A9BE832-5298-4558-8032-DD9561EA17CC,azimuth,1,0.116634,0.484261,0.502340,0.000063
4A9BE832-5298-4558-8032-DD9561EA17CC,azimuth,1,0.151380,0.484453,0.502850,-0.000035
4A9BE832-5298-4558-8032-DD9561EA17CC,azimuth,1,0.183466,0.484359,0.502827,0.000053
4A9BE832-5298-4558-8032-DD9561EA17CC,azimuth,1,0.216523,0.484389,0.502662,-0.000005
4A9BE832-5298-4558-8032-DD9561EA17CC,azimuth,1,0.252922,0.484387,0.502656,-0.000005
4A9BE832-5298-4558-8032-DD9561EA17CC,azimuth,1,0.285835,0.484401,0.502848,0.000015
4A9BE832-5298-4558-8032-DD9561EA17CC,azimuth,1,0.319018,0.484389,0.502683,-0.000003
4A9BE832-5298-4558-8032-DD9561EA17CC,azimuth,1,0.353223,0.484210,0.502705,0.000178
4A9BE832-5298-4558-8032-DD9561EA17CC,azimuth,1,0.386939,0.484416,0.503269,0.000076
4A9BE832-5298-4558-8032-DD9561EA17CC,azimuth,1,0.421056,0.484346,0.503010,0.000098
4A9BE832-5298-4558-8032-DD9561EA17CC,azimuth,1,0.452819,0.484376,0.502837,0.000038
4A9BE832-5298-4558-8032-DD9561EA17CC,azimuth,1,0.487007,0.484410,0.502596,-0.000038
4A9BE832-5298-4558-8032-DD9561EA17CC,azimuth,1,0.520370,0.484219,0.503073,0.000234
4A9BE832-5298-4558-8032-DD9561EA17CC,azimuth,1,0.552959,0.484229,0.503032,0.000217
4A9BE832-5298-4558-8032-DD9561EA17CC,azimuth,1,0.586408,0.484385,0.502742,0.000012
4A9BE832-5298-4558-8032-DD9561EA17CC,azimuth,1,0.620731,0.484429,0.502766,-0.000026
4A9BE832-5298-4558-8032-DD9561EA17CC,azimuth,1,0.653506,0.484344,0.502527,0.000014
4A9BE832-5298-4558-8032-DD9561EA17CC,azimuth,1,0.687464,0.484226,0.502788,0.000177
4A9BE832-5298-4558-8032-DD9561EA17CC,azimuth,1,0.720549,0.484238,0.503129,0.000226
4A9BE832-5298-4558-8032-DD9561EA17CC,azimuth,1,0.753358,0.484265,0.503040,0.000184
4A9BE832-5298-4558-8032-DD9561EA17CC,azimuth,1,0.786720,0.484286,0.502781,0.000116
4A9BE832-5298-4558-8032-DD9561EA17CC,azimuth,1,0.819801,0.484259,0.503116,0.000203
4A9BE832-5298-4558-8032-DD9561EA17CC,azimuth,1,0.853754,0.484337,0.503037,0.000112
4A9BE832-5298-4558-8032-DD9561EA17CC,azimuth,1,0.887514,0.484214,0.503069,0.000239
4A9BE832-5298-4558-8032-DD9561EA17CC,azimuth,1,0.921021,0.484344,0.502869,0.000076
4A9BE832-5298-4558-8032-DD9561EA17CC,azimuth,1,0.953705,0.484397,0.502893,0.000028
4A9BE832-5298-4558-8032-DD9561EA17CC,azimuth,1,0.987511,0.484248,0.502618,0.000125
4A9BE832-5298-4558-8032-DD9561EA17CC,azimuth,1,1.019006,0.484412,0.503305,0.000086
4A9BE832-5298-4558-8032-DD9561EA17CC,azimuth,1,1.053646,0.484048,0.502617,0.000322
4A9BE832-5298-4558-8032-DD9561EA17CC,azimuth,1,1.085903,0.484320,0.503113,0.000143
4A9BE832-5298-4558-8032-DD9561EA17CC,azimuth,1,1.119884,0.484252,0.502982,0.000186
4A9BE832-5298-4558-8032-DD9561EA17CC,azimuth,1,1.153749,0.484167,0.502359,0.000159
4A9BE832-5298-4558-8032-DD9561EA17CC,azimuth,1,1.187150,0.484292,0.502903,0.000133
4A9BE832-5298-4558-8032-DD9561EA17CC,azimuth,1,1.220607,0.484362,0.502735,0.000034
4A9BE832-5298-4558-8032-DD9561EA17CC,azimuth,1,1.253405,0.484311,0.502841,0.000103
4A9BE832-5298-4558-8032-DD9561EA17CC,azimuth,1,1.286974,0.484255,0.503046,0.000195
4A9BE832-5298-4558-8032-DD9561EA17CC,azimuth,1,1.320056,0.484126,0.503021,0.000317
4A9BE832-5298-4558-8032-DD9561EA17CC,azimuth,1,1.353842,0.484281,0.502983,0.000157
4A9BE832-5298-4558-8032-DD9561EA17CC,azimuth,1,1.386876,0.484174,0.503030,0.000271
4A9BE832-5298-4558-8032-DD9561EA17CC,azimuth,1,1.421135,0.484286,0.503037,0.000162
4A9BE832-5298-4558-8032-DD9561EA17CC,azimuth,1,1.454122,0.484187,0.502892,0.000235
4A9BE832-5298-4558-8032-DD9561EA17CC,azimuth,1,1.486708,0.484317,0.503401,0.000197
4A9BE832-5298-4558-8032-DD9561EA17CC,azimuth,1,1.519523,0.484180,0.502230,0.000123
4A9BE832-5298-4558-8032-DD9561EA17CC,azimuth,1,1.547377,0.484415,0.502894,0.000010
4A9BE832-5298-4558-8032-DD9561EA17CC,azimuth,1,1.580362,0.484315,0.502561,0.000049
4A9BE832-5298-4558-8032-DD9561EA17CC,azimuth,1,1.616103,0.484357,0.502164,-0.000063
4A9BE832-5298-4558-8032-DD9561EA17CC,azimuth,1,1.650406,0.484464,0.502918,-0.000034
4A9BE832-5298-4558-8032-DD9561EA17CC,azimuth,1,1.685192,0.484435,0.502600,-0.000062
4A9BE832-5298-4558-8032-DD9561EA17CC,azimuth,1,1.721084,0.484287,0.502453,0.000057
4A9BE832-5298-4558-8032-DD9561EA17CC,azimuth,1,1.753528,0.484334,0.502981,0.000106
4A9BE832-5298-4558-8032-DD9561EA17CC,azimuth,1,1.786493,0.484391,0.502853,0.000027
4A9BE832-5298-4558-8032-DD9561EA17CC,azimuth,1,1.820248,0.484350,0.502968,0.000087
4A9BE832-5298-4558-8032-DD9561EA17CC,azimuth,1,1.853799,0.484490,0.502763,-0.000088
