session_id,session_start,phase,cal_dec_axis_x,cal_dec_axis_y,iteration,duration_sec,sample_count,drift_rate_px_per_min,drift_rate_se_2sigma,t_statistic,is_significant,feedback
4A9BE832-5298-4558-8032-DD9561EA17CC,2026-05-16T12:19:51Z,azimuth,-0.9839636601954159,0.17836904275921855,1,5.020,151,2.4223,0.4813,10.0657,true,sameDirection
4A9BE832-5298-4558-8032-DD9561EA17CC,2026-05-16T12:19:51Z,azimuth,-0.9839636601954159,0.17836904275921855,2,5.024,151,-1.0544,0.8548,-2.4670,true,reverseDirection
4A9BE832-5298-4558-8032-DD9561EA17CC,2026-05-16T12:19:51Z,azimuth,-0.9839636601954159,0.17836904275921855,3,6.691,201,1.0232,0.2434,8.4067,true,reverseDirection
4A9BE832-5298-4558-8032-DD9561EA17CC,2026-05-16T12:19:51Z,azimuth,-0.9839636601954159,0.17836904275921855,4,5.024,151,1.3055,0.4496,5.8074,true,reverseDirection
4A9BE832-5298-4558-8032-DD9561EA17CC,2026-05-16T12:19:51Z,azimuth,-0.9839636601954159,0.17836904275921855,5,5.026,151,7.8428,0.6553,23.9381,true,reverseDirection
4A9BE832-5298-4558-8032-DD9561EA17CC,2026-05-16T12:19:51Z,azimuth,-0.9839636601954159,0.17836904275921855,6,5.019,151,1.6098,0.7171,4.4895,true,sameDirection
4A9BE832-5298-4558-8032-DD9561EA17CC,2026-05-16T12:19:51Z,azimuth,-0.9839636601954159,0.17836904275921855,7,5.029,151,6.0460,0.7169,16.8677,true,reverseDirection
4A9BE832-5298-4558-8032-DD9561EA17CC,2026-05-16T12:19:51Z,azimuth,-0.9839636601954159,0.17836904275921855,7,5.029,151,6.0460,0.7169,16.8677,true,skipped
4A9BE832-5298-4558-8032-DD9561EA17CC,2026-05-16T12:19:51Z,altitude,0.9752163177013405,-0.22125355068119895,1,5.004,151,2.2083,0.8948,4.9359,true,sameDirection
4A9BE832-5298-4558-8032-DD9561EA17CC,2026-05-16T12:19:51Z,altitude,0.9752163177013405,-0.22125355068119895,2,5.020,151,1.2460,0.8798,2.8325,true,sameDirection
4A9BE832-5298-4558-8032-DD9561EA17CC,2026-05-16T12:19:51Z,altitude,0.9752163177013405,-0.22125355068119895,3,5.015,151,-1.4972,0.6931,-4.3204,true,reverseDirection
4A9BE832-5298-4558-8032-DD9561EA17CC,2026-05-16T12:19:51Z,altitude,0.9752163177013405,-0.22125355068119895,4,5.026,151,1.7414,0.6303,5.5254,true,reverseDirection
4A9BE832-5298-4558-8032-DD9561EA17CC,2026-05-16T12:19:51Z,altitude,0.9752163177013405,-0.22125355068119895,5,5.022,151,1.1094,0.7084,3.1322,true,sameDirection
4A9BE832-5298-4558-8032-DD9561EA17CC,2026-05-16T12:19:51Z,altitude,0.9752163177013405,-0.22125355068119895,6,30.003,901,0.3827,0.0417,18.3402,false,complete
