session_id,phase,iteration,elapsed_sec,x_norm,y_norm,dec_disp_norm
883AE499-6776-445E-BF5F-015310EF5891,azimuth,1,0.017747,0.542308,0.662813,0.000184
883AE499-6776-445E-BF5F-015310EF5891,azimuth,1,0.055705,0.542306,0.662666,0.000066
883AE499-6776-445E-BF5F-015310EF5891,azimuth,1,0.087563,0.542316,0.663185,0.000479
883AE499-6776-445E-BF5F-015310EF5891,azimuth,1,0.121763,0.542370,0.663361,0.000590
883AE499-6776-445E-BF5F-015310EF5891,azimuth,1,0.158363,0.542348,0.663467,0.000688
883AE499-6776-445E-BF5F-015310EF5891,azimuth,1,0.190625,0.542361,0.663916,0.001042
883AE499-6776-445E-BF5F-015310EF5891,azimuth,1,0.224074,0.542461,0.663995,0.001048
883AE499-6776-445E-BF5F-015310EF5891,azimuth,1,0.259662,0.542469,0.664101,0.001129
883AE499-6776-445E-BF5F-015310EF5891,azimuth,1,0.292970,0.542457,0.664356,0.001341
883AE499-6776-445E-BF5F-015310EF5891,azimuth,1,0.325080,0.542463,0.664424,0.001393
883AE499-6776-445E-BF5F-015310EF5891,azimuth,1,0.359454,0.542442,0.665012,0.001880
883AE499-6776-445E-BF5F-015310EF5891,azimuth,1,0.393276,0.542696,0.665177,0.001863
883AE499-6776-445E-BF5F-015310EF5891,azimuth,1,0.426518,0.542480,0.665360,0.002139
883AE499-6776-445E-BF5F-015310EF5891,azimuth,1,0.459581,0.542584,0.665440,0.002142
883AE499-6776-445E-BF5F-015310EF5891,azimuth,1,0.492149,0.542462,0.665757,0.002469
883AE499-6776-445E-BF5F-015310EF5891,azimuth,1,0.526235,0.542660,0.665700,0.002307
883AE499-6776-445E-BF5F-015310EF5891,azimuth,1,0.558705,0.542807,0.666170,0.002600
883AE499-6776-445E-BF5F-015310EF5891,azimuth,1,0.591886,0.542802,0.666255,0.002671
883AE499-6776-445E-BF5F-015310EF5891,azimuth,1,0.625592,0.542816,0.666584,0.002928
883AE499-6776-445E-BF5F-015310EF5891,azimuth,1,0.659667,0.542831,0.666607,0.002938
883AE499-6776-445E-BF5F-015310EF5891,azimuth,1,0.692405,0.542907,0.667003,0.003213
883AE499-6776-445E-BF5F-015310EF5891,azimuth,1,0.725431,0.542897,0.667482,0.003605
883AE499-6776-445E-BF5F-015310EF5891,azimuth,1,0.758992,0.542899,0.667565,0.003672
883AE499-6776-445E-BF5F-015310EF5891,azimuth,1,0.792316,0.542887,0.667839,0.003900
883AE499-6776-445E-BF5F-015310EF5891,azimuth,1,0.826214,0.542945,0.668053,0.004038
883AE499-6776-445E-BF5F-015310EF5891,azimuth,1,0.859636,0.543048,0.668218,0.004111
883AE499-6776-445E-BF5F-015310EF5891,azimuth,1,0.892412,0.542978,0.668691,0.004534
883AE499-6776-445E-BF5F-015310EF5891,azimuth,1,0.925085,0.542974,0.668651,0.004504
883AE499-6776-445E-BF5F-015310EF5891,azimuth,1,0.958890,0.543132,0.668940,0.004644
