session_id,phase,iteration,elapsed_sec,x_norm,y_norm,dec_disp_norm
97D118C3-CA2B-47BE-BC3F-B53FAF39A7CA,azimuth,1,0.018194,0.525810,0.496588,0.000139
97D118C3-CA2B-47BE-BC3F-B53FAF39A7CA,azimuth,1,0.055168,0.525840,0.496930,0.000234
97D118C3-CA2B-47BE-BC3F-B53FAF39A7CA,azimuth,1,0.088678,0.525889,0.496785,0.000136
97D118C3-CA2B-47BE-BC3F-B53FAF39A7CA,azimuth,1,0.121898,0.525883,0.496751,0.000129
97D118C3-CA2B-47BE-BC3F-B53FAF39A7CA,azimuth,1,0.158195,0.525797,0.496592,0.000152
97D118C3-CA2B-47BE-BC3F-B53FAF39A7CA,azimuth,1,0.190984,0.525926,0.496552,0.000017
97D118C3-CA2B-47BE-BC3F-B53FAF39A7CA,azimuth,1,0.225393,0.525892,0.496697,0.000101
97D118C3-CA2B-47BE-BC3F-B53FAF39A7CA,azimuth,1,0.258799,0.525851,0.496694,0.000138
97D118C3-CA2B-47BE-BC3F-B53FAF39A7CA,azimuth,1,0.292196,0.525847,0.496385,0.000031
97D118C3-CA2B-47BE-BC3F-B53FAF39A7CA,azimuth,1,0.325584,0.525856,0.496388,0.000024
97D118C3-CA2B-47BE-BC3F-B53FAF39A7CA,azimuth,1,0.359054,0.525929,0.496565,0.000019
97D118C3-CA2B-47BE-BC3F-B53FAF39A7CA,azimuth,1,0.392468,0.525952,0.496566,-0.000002
97D118C3-CA2B-47BE-BC3F-B53FAF39A7CA,azimuth,1,0.426506,0.525952,0.496607,0.000013
97D118C3-CA2B-47BE-BC3F-B53FAF39A7CA,azimuth,1,0.459733,0.525885,0.496728,0.000119
97D118C3-CA2B-47BE-BC3F-B53FAF39A7CA,azimuth,1,0.493159,0.525896,0.496771,0.000124
97D118C3-CA2B-47BE-BC3F-B53FAF39A7CA,azimuth,1,0.526826,0.525951,0.496590,0.000008
97D118C3-CA2B-47BE-BC3F-B53FAF39A7CA,azimuth,1,0.560042,0.525934,0.496544,0.000007
97D118C3-CA2B-47BE-BC3F-B53FAF39A7CA,azimuth,1,0.592859,0.525902,0.496754,0.000113
97D118C3-CA2B-47BE-BC3F-B53FAF39A7CA,azimuth,1,0.626043,0.525920,0.496611,0.000044
97D118C3-CA2B-47BE-BC3F-B53FAF39A7CA,azimuth,1,0.659845,0.525848,0.496690,0.000140
97D118C3-CA2B-47BE-BC3F-B53FAF39A7CA,azimuth,1,0.693498,0.525796,0.496595,0.000154
97D118C3-CA2B-47BE-BC3F-B53FAF39A7CA,azimuth,1,0.726168,0.525797,0.496581,0.000148
97D118C3-CA2B-47BE-BC3F-B53FAF39A7CA,azimuth,1,0.760434,0.525861,0.496782,0.000161
