session_id,session_start,phase,cal_dec_axis_x,cal_dec_axis_y,iteration,duration_sec,sample_count,drift_rate_px_per_min,drift_rate_se_2sigma,t_statistic,is_significant,feedback
97D118C3-CA2B-47BE-BC3F-B53FAF39A7CA,2026-05-17T11:38:35Z,azimuth,-0.9329760624734439,0.3599384209160626,1,5.026,151,2.9017,0.4363,13.2999,true,reverseDirection
97D118C3-CA2B-47BE-BC3F-B53FAF39A7CA,2026-05-17T11:38:35Z,azimuth,-0.9329760624734439,0.3599384209160626,2,5.018,151,4.3861,0.4388,19.9924,true,reverseDirection
97D118C3-CA2B-47BE-BC3F-B53FAF39A7CA,2026-05-17T11:38:35Z,azimuth,-0.9329760624734439,0.3599384209160626,3,5.011,151,3.8290,0.4712,16.2537,true,sameDirection
97D118C3-CA2B-47BE-BC3F-B53FAF39A7CA,2026-05-17T11:38:35Z,azimuth,-0.9329760624734439,0.3599384209160626,4,5.020,151,2.7449,0.3723,14.7437,true,sameDirection
97D118C3-CA2B-47BE-BC3F-B53FAF39A7CA,2026-05-17T11:38:35Z,azimuth,-0.9329760624734439,0.3599384209160626,5,5.029,151,4.3430,0.3535,24.5723,true,reverseDirection
97D118C3-CA2B-47BE-BC3F-B53FAF39A7CA,2026-05-17T11:38:35Z,azimuth,-0.9329760624734439,0.3599384209160626,6,5.027,151,4.4578,0.3740,23.8381,true,reverseDirection
97D118C3-CA2B-47BE-BC3F-B53FAF39A7CA,2026-05-17T11:38:35Z,azimuth,-0.9329760624734439,0.3599384209160626,7,5.022,151,5.8044,0.5435,21.3591,true,reverseDirection
97D118C3-CA2B-47BE-BC3F-B53FAF39A7CA,2026-05-17T11:38:35Z,azimuth,-0.9329760624734439,0.3599384209160626,8,5.025,151,3.2811,0.8635,7.6000,true,sameDirection
97D118C3-CA2B-47BE-BC3F-B53FAF39A7CA,2026-05-17T11:38:35Z,azimuth,-0.9329760624734439,0.3599384209160626,9,5.024,151,3.9567,0.3999,19.7884,true,reverseDirection
97D118C3-CA2B-47BE-BC3F-B53FAF39A7CA,2026-05-17T11:38:35Z,azimuth,-0.9329760624734439,0.3599384209160626,10,5.012,151,2.6714,0.4135,12.9211,true,sameDirection
97D118C3-CA2B-47BE-BC3F-B53FAF39A7CA,2026-05-17T11:38:35Z,azimuth,-0.9329760624734439,0.3599384209160626,11,5.024,151,2.4505,0.9918,4.9417,true,sameDirection
97D118C3-CA2B-47BE-BC3F-B53FAF39A7CA,2026-05-17T11:38:35Z,azimuth,-0.9329760624734439,0.3599384209160626,12,5.019,151,2.2552,0.3764,11.9832,true,sameDirection
97D118C3-CA2B-47BE-BC3F-B53FAF39A7CA,2026-05-17T11:38:35Z,azimuth,-0.9329760624734439,0.3599384209160626,13,5.032,151,1.7305,0.4003,8.6456,true,sameDirection
