session_id,phase,iteration,elapsed_sec,x_px,y_px,dec_disp_px,ra_disp_px,image_width,image_height
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,1.076575,617.853,367.226,0.120,-0.206,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,1.109012,617.882,367.292,0.108,-0.277,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,1.144266,617.875,367.276,0.111,-0.260,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,1.177312,617.883,367.335,0.117,-0.319,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,1.209449,617.944,367.444,0.085,-0.440,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,1.244222,617.969,367.424,0.056,-0.426,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,1.276262,617.926,367.392,0.090,-0.385,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,1.309888,617.859,367.297,0.132,-0.276,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,1.344019,617.893,367.411,0.126,-0.395,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,1.375658,617.804,367.334,0.194,-0.299,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,1.409734,617.836,367.345,0.166,-0.317,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,1.442054,617.834,367.324,0.162,-0.296,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,1.476765,617.850,367.294,0.139,-0.271,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,1.509788,617.922,367.420,0.100,-0.411,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,1.548272,617.922,367.251,0.060,-0.246,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,1.571846,617.969,367.412,0.053,-0.414,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,1.606265,617.937,367.504,0.106,-0.495,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,1.641206,617.919,367.421,0.104,-0.411,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,1.676083,617.904,367.468,0.129,-0.452,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,1.709501,617.877,367.475,0.157,-0.453,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,1.742588,617.982,367.440,0.046,-0.444,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,1.777639,617.959,367.415,0.064,-0.415,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,1.808855,617.921,367.435,0.104,-0.424,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,1.845069,617.936,367.397,0.081,-0.391,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,1.877261,617.988,367.392,0.029,-0.399,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,1.910494,618.127,367.266,-0.135,-0.310,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,1.943218,618.320,367.282,-0.319,-0.373,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,1.974032,618.429,367.041,-0.483,-0.164,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,2.009367,618.358,367.157,-0.387,-0.260,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,2.042008,618.398,367.167,-0.422,-0.280,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,2.077666,618.549,367.100,-0.586,-0.251,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,2.110739,618.639,367.144,-0.662,-0.316,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,2.145261,618.501,367.149,-0.527,-0.287,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,2.174603,618.433,367.136,-0.464,-0.258,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,2.210228,618.458,366.955,-0.532,-0.088,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,2.242605,618.730,367.024,-0.780,-0.221,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,2.276748,618.739,366.974,-0.800,-0.174,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,2.310169,618.713,367.025,-0.763,-0.218,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,2.343566,618.692,367.224,-0.695,-0.406,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,2.376390,618.745,367.064,-0.784,-0.263,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,2.410742,618.648,367.016,-0.701,-0.193,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,2.442635,618.559,366.955,-0.630,-0.112,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,2.474884,618.784,366.881,-0.866,-0.095,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,2.508863,618.829,366.930,-0.898,-0.153,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,2.541870,618.875,366.887,-0.953,-0.123,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,2.575766,618.889,366.723,-1.006,0.033,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,2.611376,618.967,366.666,-1.096,0.070,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,2.644808,618.806,366.999,-0.859,-0.215,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,2.677763,618.829,367.044,-0.870,-0.264,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,2.710707,618.889,367.244,-0.881,-0.473,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,2.743053,618.842,367.094,-0.872,-0.316,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,2.775655,618.772,367.013,-0.823,-0.220,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,2.810304,618.683,367.159,-0.701,-0.341,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,2.843332,618.573,367.206,-0.583,-0.360,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,2.876828,618.474,367.160,-0.498,-0.291,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,2.910173,618.639,367.236,-0.640,-0.405,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,2.942835,618.483,367.148,-0.510,-0.282,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,2.975532,618.372,367.303,-0.364,-0.405,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,3.010762,618.321,367.292,-0.318,-0.382,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,3.042394,618.223,367.363,-0.205,-0.428,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,3.076687,618.237,367.405,-0.209,-0.471,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,3.110991,618.167,367.371,-0.150,-0.422,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,3.142331,618.076,367.471,-0.037,-0.497,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,3.175848,618.050,367.493,-0.006,-0.512,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,3.209396,617.976,367.399,0.042,-0.403,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,3.242320,618.015,367.480,0.024,-0.491,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,3.277176,617.966,367.511,0.080,-0.509,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,3.311577,617.920,367.468,0.114,-0.457,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,3.343132,617.924,367.416,0.097,-0.407,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,3.375176,617.908,367.497,0.133,-0.482,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,3.410978,617.954,367.522,0.094,-0.518,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,3.441744,617.826,367.609,0.239,-0.571,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,3.477333,617.857,367.628,0.214,-0.597,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,3.508971,617.897,367.543,0.154,-0.524,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,3.542356,617.977,367.495,0.065,-0.497,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,3.576328,618.034,367.562,0.026,-0.575,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,3.609654,617.934,367.479,0.103,-0.471,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,3.642904,617.958,367.449,0.073,-0.447,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,3.675279,617.932,367.514,0.113,-0.504,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,3.710984,617.986,367.567,0.074,-0.568,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,3.743397,617.970,367.474,0.066,-0.475,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,3.776534,618.006,367.520,0.043,-0.528,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,3.812054,617.990,367.503,0.055,-0.508,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,3.843424,618.034,367.476,0.005,-0.492,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,3.875883,618.109,367.376,-0.091,-0.413,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,3.910556,618.052,367.467,-0.014,-0.487,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,3.942506,618.133,367.416,-0.106,-0.458,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,3.975136,618.121,367.362,-0.106,-0.402,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,4.010084,618.102,367.386,-0.083,-0.421,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,4.043175,618.106,367.315,-0.103,-0.353,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,4.077168,618.316,367.308,-0.309,-0.396,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,4.109301,618.392,367.242,-0.398,-0.351,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,4.142625,618.433,367.284,-0.428,-0.401,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,4.175799,618.253,367.256,-0.260,-0.331,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,4.210294,618.299,367.275,-0.300,-0.361,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,4.243102,618.214,367.364,-0.196,-0.427,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,4.275300,618.317,367.327,-0.305,-0.415,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,4.310614,618.250,367.348,-0.235,-0.420,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,4.342201,618.456,367.192,-0.473,-0.317,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,4.375407,618.616,367.112,-0.648,-0.279,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,4.410021,618.702,367.152,-0.721,-0.339,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,4.441835,618.414,366.912,-0.499,-0.036,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,4.477157,618.491,367.084,-0.533,-0.221,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,4.509722,618.730,367.193,-0.738,-0.385,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,4.542696,618.636,367.000,-0.694,-0.175,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,4.575177,618.395,367.147,-0.425,-0.259,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,4.609332,618.323,367.148,-0.354,-0.243,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,4.642961,618.348,367.154,-0.377,-0.255,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,4.677382,618.339,367.174,-0.364,-0.273,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,4.709975,618.328,367.161,-0.356,-0.256,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,4.744121,618.258,367.354,-0.242,-0.427,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,4.777031,618.204,367.337,-0.193,-0.398,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,4.809721,618.194,367.407,-0.167,-0.463,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,4.843480,618.160,367.379,-0.141,-0.428,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,4.874307,618.201,367.366,-0.184,-0.425,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,4.911574,618.257,367.305,-0.252,-0.379,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,4.941845,618.218,367.369,-0.199,-0.433,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,4.975689,618.301,367.271,-0.303,-0.358,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,5.010327,618.319,367.281,-0.319,-0.371,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,5.043812,618.189,367.303,-0.187,-0.361,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,5.076354,618.193,367.409,-0.165,-0.465,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,5.109804,618.108,367.386,-0.088,-0.423,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,5.143100,618.225,367.343,-0.213,-0.409,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,5.174588,618.199,367.351,-0.185,-0.410,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,5.209503,618.185,367.334,-0.176,-0.390,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,5.242762,618.146,367.506,-0.096,-0.548,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,5.277552,618.247,367.493,-0.198,-0.560,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,5.310524,618.188,367.416,-0.159,-0.470,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,5.344123,618.210,367.417,-0.180,-0.477,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,5.374913,618.201,367.598,-0.128,-0.650,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,5.408667,618.071,367.594,-0.002,-0.616,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,5.441529,618.150,367.502,-0.102,-0.545,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,5.476361,618.106,367.513,-0.056,-0.545,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,5.509184,618.032,367.498,0.012,-0.512,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,5.542231,618.039,367.558,0.020,-0.573,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,5.575277,618.044,367.560,0.015,-0.576,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,5.609420,618.063,367.511,-0.015,-0.533,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,5.643412,618.004,367.532,0.048,-0.539,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,5.677512,618.039,367.526,0.012,-0.541,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,5.709999,618.070,367.538,-0.015,-0.560,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,5.741937,618.057,367.593,0.011,-0.611,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,5.775819,618.105,367.517,-0.054,-0.549,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,5.809144,618.050,367.558,0.009,-0.575,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,5.843498,618.066,367.469,-0.028,-0.493,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,5.876687,618.176,367.427,-0.144,-0.479,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,5.910508,618.135,367.426,-0.105,-0.468,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,5.943356,618.090,367.380,-0.073,-0.412,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,5.976434,618.144,367.402,-0.120,-0.447,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,6.011306,618.112,367.340,-0.104,-0.378,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,6.041776,618.206,367.378,-0.186,-0.438,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,6.076278,618.148,367.393,-0.125,-0.439,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,6.109696,618.187,367.371,-0.169,-0.427,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,6.142682,618.195,367.384,-0.173,-0.441,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,6.177377,618.229,367.411,-0.200,-0.476,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,6.210444,618.220,367.339,-0.208,-0.404,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,6.243499,618.282,367.393,-0.255,-0.471,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,6.275338,618.204,367.409,-0.176,-0.468,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,6.310295,618.292,367.184,-0.315,-0.270,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,6.341884,618.220,367.316,-0.214,-0.382,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,6.374741,618.360,367.332,-0.346,-0.431,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,6.409885,618.354,367.231,-0.365,-0.331,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,6.443853,618.494,367.336,-0.475,-0.467,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,6.476626,618.388,367.217,-0.401,-0.325,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,6.509001,618.584,367.194,-0.596,-0.350,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,6.541722,618.543,367.276,-0.537,-0.421,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,6.575143,618.662,367.181,-0.675,-0.356,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,6.610396,618.765,367.234,-0.762,-0.433,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,6.642192,618.834,367.228,-0.831,-0.444,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,6.676741,618.784,367.252,-0.776,-0.455,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,6.709751,618.854,367.257,-0.844,-0.477,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,6.744178,618.826,367.249,-0.818,-0.462,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,6.774372,618.807,367.173,-0.818,-0.384,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,6.808886,618.935,367.332,-0.904,-0.569,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,6.843008,618.851,367.192,-0.856,-0.413,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,6.877056,618.865,367.235,-0.860,-0.459,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,6.908959,618.949,367.104,-0.972,-0.352,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,6.941214,618.967,367.360,-0.928,-0.604,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,6.974641,618.869,367.293,-0.849,-0.515,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,7.009713,618.861,367.300,-0.840,-0.520,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,7.044169,618.881,367.178,-0.889,-0.407,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,7.076260,618.892,367.226,-0.887,-0.456,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,7.109353,618.838,367.286,-0.821,-0.501,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,7.142648,618.648,367.091,-0.683,-0.267,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,7.176923,618.371,367.291,-0.366,-0.394,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,7.210508,618.296,367.229,-0.309,-0.315,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,7.240419,618.433,367.285,-0.428,-0.403,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,7.274609,618.558,367.194,-0.571,-0.344,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,7.308113,618.608,367.450,-0.558,-0.605,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,7.342650,618.220,367.344,-0.207,-0.409,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,7.376174,618.178,367.516,-0.125,-0.566,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,7.410027,618.349,367.427,-0.312,-0.520,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,7.442579,618.323,367.378,-0.299,-0.467,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,7.476302,618.229,367.458,-0.188,-0.521,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,7.510152,618.140,367.521,-0.087,-0.561,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,7.540180,618.167,367.387,-0.146,-0.437,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,7.573984,618.149,367.548,-0.089,-0.589,1280,720
B28A31B0-FBE3-45F4-A396-223062F8C302,azimuth,1,7.609559,618.121,367.501,-0.074,-0.537,1280,720
