session_id,phase,iteration,elapsed_sec,x_px,y_px,dec_disp_px,ra_disp_px,image_width,image_height
25F628E1-E901-4813-B675-57BB910008F1,azimuth,1,0.751291,614.917,332.810,0.043,-0.169,1280,720
25F628E1-E901-4813-B675-57BB910008F1,azimuth,1,0.785310,614.865,332.767,0.083,-0.115,1280,720
25F628E1-E901-4813-B675-57BB910008F1,azimuth,1,0.816593,614.947,332.649,-0.025,-0.020,1280,720
25F628E1-E901-4813-B675-57BB910008F1,azimuth,1,0.851336,614.887,332.841,0.080,-0.192,1280,720
25F628E1-E901-4813-B675-57BB910008F1,azimuth,1,0.886000,614.824,332.692,0.105,-0.033,1280,720
25F628E1-E901-4813-B675-57BB910008F1,azimuth,1,0.918060,614.775,332.879,0.198,-0.203,1280,720
25F628E1-E901-4813-B675-57BB910008F1,azimuth,1,0.952445,614.947,332.757,0.001,-0.125,1280,720
25F628E1-E901-4813-B675-57BB910008F1,azimuth,1,0.985349,614.889,332.738,0.053,-0.093,1280,720
25F628E1-E901-4813-B675-57BB910008F1,azimuth,1,1.017935,614.919,332.609,-0.006,0.025,1280,720
25F628E1-E901-4813-B675-57BB910008F1,azimuth,1,1.051450,614.888,332.795,0.067,-0.148,1280,720
25F628E1-E901-4813-B675-57BB910008F1,azimuth,1,1.084792,614.923,332.788,0.032,-0.150,1280,720
25F628E1-E901-4813-B675-57BB910008F1,azimuth,1,1.117821,614.942,332.743,0.003,-0.111,1280,720
25F628E1-E901-4813-B675-57BB910008F1,azimuth,1,1.150828,614.928,332.704,0.007,-0.069,1280,720
25F628E1-E901-4813-B675-57BB910008F1,azimuth,1,1.185105,615.009,332.754,-0.059,-0.137,1280,720
25F628E1-E901-4813-B675-57BB910008F1,azimuth,1,1.217663,615.059,332.623,-0.139,-0.022,1280,720
25F628E1-E901-4813-B675-57BB910008F1,azimuth,1,1.250314,615.068,332.699,-0.130,-0.098,1280,720
25F628E1-E901-4813-B675-57BB910008F1,azimuth,1,1.285091,615.244,332.852,-0.265,-0.288,1280,720
25F628E1-E901-4813-B675-57BB910008F1,azimuth,1,1.317716,615.132,332.616,-0.212,-0.032,1280,720
25F628E1-E901-4813-B675-57BB910008F1,azimuth,1,1.351246,615.317,332.595,-0.397,-0.056,1280,720
25F628E1-E901-4813-B675-57BB910008F1,azimuth,1,1.383403,615.423,332.622,-0.494,-0.107,1280,720
25F628E1-E901-4813-B675-57BB910008F1,azimuth,1,1.418940,615.494,332.626,-0.561,-0.128,1280,720
25F628E1-E901-4813-B675-57BB910008F1,azimuth,1,1.450598,615.426,332.683,-0.481,-0.168,1280,720
25F628E1-E901-4813-B675-57BB910008F1,azimuth,1,1.484013,615.542,332.646,-0.603,-0.159,1280,720
25F628E1-E901-4813-B675-57BB910008F1,azimuth,1,1.517244,615.653,332.593,-0.723,-0.134,1280,720
