session_id,phase,iteration,elapsed_sec,x_px,y_px,dec_disp_px,ra_disp_px,image_width,image_height
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,1.521409,615.366,353.788,-0.324,0.467,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,1.553512,615.387,353.757,-0.351,0.493,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,1.589173,615.609,353.583,-0.607,0.610,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,1.625927,615.748,353.625,-0.733,0.537,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,1.658862,615.539,353.644,-0.526,0.566,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,1.694370,615.394,353.783,-0.352,0.466,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,1.727414,615.609,353.841,-0.547,0.359,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,1.760629,615.817,353.857,-0.746,0.295,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,1.794671,615.653,353.807,-0.598,0.381,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,1.828695,615.634,353.970,-0.542,0.228,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,1.859357,615.406,353.916,-0.333,0.334,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,1.893902,615.406,353.927,-0.330,0.323,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,1.926537,615.427,353.911,-0.354,0.333,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,1.957379,615.725,353.991,-0.625,0.186,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,1.992392,615.600,353.769,-0.555,0.431,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,2.025890,615.646,353.682,-0.621,0.505,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,2.060197,615.629,353.661,-0.609,0.529,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,2.094424,615.425,353.728,-0.395,0.511,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,2.127387,615.467,353.630,-0.459,0.597,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,2.159043,615.401,353.741,-0.368,0.504,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,2.194509,615.470,353.658,-0.455,0.570,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,2.227489,615.538,353.580,-0.540,0.629,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,2.259814,615.745,353.589,-0.739,0.572,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,2.294009,615.457,353.613,-0.453,0.616,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,2.327637,615.777,353.617,-0.763,0.537,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,2.360465,615.448,353.630,-0.440,0.602,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,2.395264,615.423,353.623,-0.417,0.614,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,2.427006,615.439,353.620,-0.434,0.613,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,2.458237,615.492,353.714,-0.464,0.510,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,2.493300,615.300,353.642,-0.293,0.624,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,2.525675,615.136,353.592,-0.145,0.711,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,2.560512,615.165,353.638,-0.163,0.660,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,2.593128,615.228,353.782,-0.191,0.505,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,2.626177,615.296,353.651,-0.288,0.617,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,2.661320,615.194,353.622,-0.195,0.669,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,2.694687,615.168,353.615,-0.171,0.681,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,2.726886,615.170,353.587,-0.180,0.709,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,2.759039,615.411,353.767,-0.372,0.477,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,2.793497,615.349,353.554,-0.361,0.699,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,2.828149,615.648,353.665,-0.627,0.521,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,2.860140,615.393,353.597,-0.394,0.646,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,2.893563,615.254,353.544,-0.272,0.731,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,2.927558,615.285,353.758,-0.251,0.515,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,2.959552,615.410,353.615,-0.407,0.625,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,2.994510,615.188,353.642,-0.184,0.651,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,3.027958,615.185,353.614,-0.188,0.678,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,3.061420,615.093,353.628,-0.096,0.686,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,3.094464,615.080,353.578,-0.094,0.738,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,3.127974,615.067,353.685,-0.057,0.637,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,3.159530,615.073,353.646,-0.072,0.674,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,3.192555,615.141,353.662,-0.134,0.643,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,3.227379,615.157,353.730,-0.134,0.572,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,3.261316,615.145,353.819,-0.101,0.489,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,3.293593,615.188,354.010,-0.099,0.293,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,3.328135,615.104,353.899,-0.043,0.420,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,3.358191,615.140,353.929,-0.071,0.383,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,3.394082,615.236,353.787,-0.198,0.498,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,3.425492,615.400,353.805,-0.352,0.443,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,3.459282,615.326,353.839,-0.272,0.427,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,3.494209,615.241,353.957,-0.162,0.332,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,3.526764,615.448,354.048,-0.343,0.196,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,3.561043,615.456,354.126,-0.332,0.117,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,3.593373,615.217,354.170,-0.089,0.131,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,3.627670,615.329,354.168,-0.198,0.106,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,3.657804,615.252,354.200,-0.117,0.093,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,3.694111,615.361,354.065,-0.254,0.199,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,3.725983,615.308,354.138,-0.185,0.140,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,3.761493,615.489,354.044,-0.384,0.189,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,3.792985,615.330,353.923,-0.256,0.344,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,3.827165,615.509,354.350,-0.332,-0.113,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,3.861254,615.604,354.118,-0.478,0.090,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,3.892525,615.461,354.081,-0.348,0.160,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,3.926600,615.537,354.036,-0.432,0.186,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,3.957101,615.439,354.017,-0.341,0.227,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,3.993333,615.330,354.021,-0.234,0.249,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,4.026668,615.565,354.277,-0.403,-0.055,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,4.060078,615.737,354.467,-0.525,-0.279,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,4.094293,615.667,354.238,-0.511,-0.041,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,4.125745,615.441,354.032,-0.339,0.212,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,4.159579,615.769,354.329,-0.589,-0.153,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,4.193811,615.662,354.261,-0.501,-0.062,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,4.227025,615.803,354.345,-0.618,-0.177,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,4.260463,615.757,354.365,-0.569,-0.186,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,4.292977,615.522,354.311,-0.354,-0.078,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,4.326439,615.758,354.320,-0.581,-0.141,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,4.359656,615.737,354.287,-0.568,-0.104,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,4.393811,615.822,354.379,-0.629,-0.214,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,4.426629,615.810,354.355,-0.622,-0.188,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,4.460098,615.843,354.299,-0.668,-0.141,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,4.493329,615.806,354.313,-0.629,-0.146,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,4.526529,615.880,354.279,-0.708,-0.130,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,4.557385,615.862,354.288,-0.689,-0.135,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,4.593895,615.779,354.110,-0.650,0.058,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,4.626733,615.789,354.154,-0.649,0.013,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,4.659642,615.866,354.344,-0.680,-0.191,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,4.688511,615.852,354.326,-0.670,-0.169,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,4.727365,615.842,354.318,-0.663,-0.160,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,4.759869,615.801,354.347,-0.616,-0.178,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,4.793726,615.649,354.380,-0.461,-0.174,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,4.827493,615.746,354.489,-0.529,-0.303,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,4.859381,615.972,354.511,-0.744,-0.378,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,4.892698,615.861,354.585,-0.618,-0.423,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,4.927275,615.730,354.470,-0.518,-0.281,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,4.960771,615.662,354.623,-0.416,-0.414,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,4.994048,615.800,354.663,-0.541,-0.485,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,5.027138,615.653,354.531,-0.429,-0.322,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,5.061404,615.588,354.598,-0.351,-0.372,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,5.093312,615.346,354.395,-0.162,-0.119,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,5.127839,615.637,354.448,-0.433,-0.238,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,5.158187,615.565,354.600,-0.328,-0.369,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,5.192873,615.645,354.785,-0.362,-0.567,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,5.226508,615.188,354.631,0.046,-0.312,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,5.260468,615.202,354.632,0.033,-0.315,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,5.294265,615.183,354.665,0.059,-0.343,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,5.326577,615.294,354.758,-0.027,-0.460,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,5.358907,615.425,354.931,-0.114,-0.658,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,5.392004,615.412,354.980,-0.090,-0.703,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,5.426549,615.299,354.695,-0.047,-0.399,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,5.459325,615.320,354.647,-0.078,-0.357,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,5.493757,615.536,354.643,-0.289,-0.404,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,5.527958,615.696,354.569,-0.462,-0.370,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,5.558573,615.512,354.588,-0.278,-0.345,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,5.593184,615.509,354.588,-0.276,-0.344,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,5.626367,615.338,354.391,-0.156,-0.113,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,5.660515,615.306,354.336,-0.137,-0.052,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,5.693279,615.088,354.038,0.005,0.288,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,5.725974,615.190,354.304,-0.032,0.006,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,5.758567,615.437,354.132,-0.312,0.116,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,5.793239,615.747,354.166,-0.605,0.011,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,5.827244,615.471,354.306,-0.304,-0.061,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,5.859445,615.297,354.033,-0.199,0.245,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,5.893746,615.215,354.045,-0.117,0.253,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,5.927612,615.234,354.040,-0.136,0.253,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,5.958141,615.209,354.050,-0.110,0.249,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,5.993463,615.277,354.132,-0.156,0.153,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,6.025581,615.194,354.299,-0.037,0.011,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,6.057467,615.184,354.135,-0.066,0.172,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,6.093443,615.294,354.321,-0.129,-0.034,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,6.127231,615.083,354.188,0.045,0.144,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,6.160233,615.202,354.355,-0.032,-0.046,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,6.193483,615.263,354.320,-0.099,-0.026,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,6.227761,615.255,354.268,-0.103,0.027,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,6.259893,615.195,354.150,-0.072,0.155,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,6.292327,615.228,353.844,-0.177,0.444,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,6.326376,615.242,354.047,-0.143,0.245,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,6.358710,615.210,354.011,-0.120,0.286,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,6.392859,615.206,354.324,-0.042,-0.016,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,6.427884,615.390,354.149,-0.263,0.111,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,6.460153,615.308,353.877,-0.247,0.394,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,6.494216,615.342,354.066,-0.235,0.202,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,6.526697,615.262,354.165,-0.134,0.124,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,6.556888,615.192,354.178,-0.064,0.128,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,6.591520,615.100,354.283,0.051,0.048,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,6.627359,615.021,354.133,0.093,0.213,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,6.659151,614.795,354.095,0.303,0.301,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,6.692161,614.763,354.083,0.331,0.321,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,6.727298,614.388,353.938,0.663,0.549,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,6.758983,614.766,354.049,0.321,0.353,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,6.791554,614.820,353.654,0.177,0.725,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,6.827110,614.884,353.645,0.112,0.719,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,6.858294,614.738,353.858,0.303,0.545,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,6.893573,614.799,354.343,0.358,0.060,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,6.927696,614.976,354.559,0.236,-0.192,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,6.959064,615.104,354.401,0.074,-0.068,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,6.990886,614.866,354.105,0.237,0.276,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,7.020111,614.849,354.289,0.296,0.100,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,7.059282,614.823,354.366,0.340,0.032,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,7.093318,615.027,354.593,0.195,-0.237,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,7.127591,615.096,354.596,0.128,-0.255,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,7.159049,615.113,354.617,0.116,-0.280,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,7.193590,615.068,354.555,0.146,-0.209,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,7.226427,615.069,354.519,0.136,-0.174,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,7.258208,615.113,354.575,0.106,-0.239,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,7.292781,615.146,354.493,0.056,-0.167,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,7.326474,615.156,354.626,0.076,-0.299,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,7.359612,615.075,354.681,0.169,-0.333,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,7.394523,615.088,354.362,0.081,-0.027,1280,720
570D7B78-4F31-461A-A35E-12B12F9D3E7B,azimuth,1,7.426207,615.083,354.504,0.119,-0.163,1280,720
